row_id,row_number,description,title,brand,model,category,condition,sku,upc,quantity,retail_value,notes,base_cost,ideal_price
713,713,"Roninby True HEPA Filter Replacement Compatible with LivePure Bali Series LP550TH, LP550THP Multi-Room Whole House Air Cleaner Purifier, Part Number LP550THP, 1 x HEPA Filter & 4 x Carbon Filter",,Roninby,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,60.44,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA66SJRH6J,3.75,7.50
714,714,"AOSKY Cordless Zebra Blinds for Windows Pull Down Roller Window Shades Dual Layer Light Filtering Privacy for Day and Night, Free-Stop Door Shades for Home Easy to Install Linen Cream 20"" W X 72"" H",,AOSKY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,59.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA62SHCYBQ,3.71,7.42
715,715,"2-Pack Auto-Retractable Window Shades,Suction Window Roller Shade, UV/Heat Blocking Roller Shade, No-Drill Easy Install for Home,Office (23x49 Inches)",,PEWHAUL,,BUILDING_AND_HARDWARE,USED_GOOD,,698746686444,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6B9B9YKS,3.63,7.26
716,716,"Howeall 30""W x 4""H [Duct Opening Size] Steel Return Air Grille, Air Return Vent Cover for Ceiling and Sidewall - HVAC Air Vent Covers - [Outer Dimensions: 31.75""W x 5.75""H]",,Howeall,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA639CQTT5,3.63,7.26
717,717,"AgiiMan 26FT Reach Telescoping Pole - 5 to 20FT Extension Pole, Portable Aluminum Telescoping Rod with Easy Flip Lock, Paint Roller Extension Poles for Paint Dusting, Window Cleaning",,AgiiMan,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.36,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNK5KL6NXDH,3.62,7.24
718,718,"Bathroom Wall Cabinet No Mirror – Fluted Wood Medicine Cabinet with Towel Bar, Surface Mount Storage Organizer Over Toilet, Rustic Farmhouse Hanging Cupboard with Doors for Over Sink (Natural Oak)",,KAI-ROAD,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6VYN8XVH,4.03,8.06
719,719,"TALOYA LED Ceiling Light Living Room White, 15.8 Inch Thin Flat Modern Flush Mount Lighting Fixture for Bedroom,5 Color Temperatures in 1, 24w Round 0.94 Inch Thickness",,TALOYA,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6ZMB46DS,4.03,8.06
720,720,CIPOTAL 26.8 in. x 13.2 in. Centre Drain Sink Grid with Supersoft Silicone Feet in 304 Grade Stainless Steel,,Cipotal,,BUILDING_AND_HARDWARE,USED_GOOD,,616908492269,1,64.87,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6FPYGYR4,4.02,8.04
721,721,"DLONE Linear Shower Drain | 24"" AISI 304 Stainless Steel Shower Drain, Matte Black Linear Drain with Tile Insert Panel & Adjustable Feet, Long Rectangle Shower Floor Drain in Bathroom, Balcony, etc",,DLONE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.45,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA645BY4FR,4.00,8.00
722,722,"Angol Shiold Elongated Toilet Seat Molded Wood Toilet Seat with Quietly Close and Quick Release Hinges, Easy to Install also Easy to Clean (Elongated, Beach)",,Angol Shiold,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,63.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6SCB64TY,3.95,7.90
723,723,"Angel Shield Wood Veneer Natural Toilet Seat with Quiet Close, Easy Clean, Quick-Release Hinges (Elongated, Oak)",,Angel Shield,,BUILDING_AND_HARDWARE,USED_GOOD,,781159989919,1,63.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA6GXG7WVZ,3.95,7.90
724,724,"Joydeco No Tools No Drill Cordless Cellular Shades, Light Filtering Honeycomb Blinds for Indoor Windows, Thermal Insulating & Noise Reducing (Black, 33"" W x 64"" H)",,Joydeco,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,63.35,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA62TQZJ6N,3.93,7.86
725,725,Ubisin 4 Pairs Soft Close Drawer Slides 22 Inch Full Extension Dresser Rails Heavy Duty Ball Bearing Kitchen Cabinet Drawer Glides Side Mount Tool Box Trash Can Runners 100 LB Capacity,,Ubisin,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,61.74,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6ZYVP44C,3.83,7.66
726,726,"Barrina (6 Pack LED T5 Integrated Single Fixture, 4FT, 2200lm, 6500K Super Bright White, 20W Utility LED Shop Light, Ceiling and Under Cabinet Light, Corded Electric with ON/Off Switch, ETL Listed",,Barrina,,BUILDING_AND_HARDWARE,USED_GOOD,,756040530372,1,60.44,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6G54GV9R,3.75,7.50
727,727,keriolee 599-218 Front Climate Control Module Compatible with 1999-2002 Chevrolet Silverado 1500 2500 3500 A/C Heater Climate Control Module Panel Switch for 1999-2002 GMC Sierra 1500 2500 3500,,keriolee,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,59.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6TXMR3K2,3.71,7.42
728,728,"LightingWill LED T5 Integrated Fixture 3FT 14W 4000K Natural White, Linkable LED Shop Light, Under Cabinet & Ceiling Light, Corded Electric with Built-in On/Off Switch, 4-Pack for Garage, Kitchen",,LightingWill,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,59.33,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6J124KBS,3.68,7.36
729,729,"RELIANCER Peel and Stick Wall Molding Kit,30PCS Pre-Cut Door Molding Panels,3D Moulding Wainscoting Panel,Self Adhesive Walls Moulding Trim,Wall Modular Frames for Interior Walls Decor Home Bedroom",,RELIANCER,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6CQ9L3KT,3.63,7.26
730,730,"2 Pack Leather Car Backseat Organizer with Foldable Table Tray, Car Storage Organizer with Tablet Holder, Car Seat Back Protectors Kick MatsTravel Accessories",,QIANKUNBAG,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6554NVQS,3.63,7.26
731,731,"maxtek Kids Easel, 24x18in Adjustable Double-Sided Whiteboard & Chalkboard 360°Rotating, Magnetic Standing Art Easel Kids for Boys and Girls 3+ with Drawing Accessories, Black",,maxtek,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6SCG6SW5,3.63,7.26
732,732,"16 x 16 Inch Return Air Vent Cover for Wall Ceiling,Steel AC Return Air Filter Grille Fits Duct Opening 16 x 16”, HVAC Vent Cover Grill,Holds 1"" Air Filter",,EXCELFU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA67DN4PB8,3.63,7.26
733,733,4PCS Car Weatherstrip Window Moulding Trim Seal Belt Chrome Replacement for TSX Sedan 2009-2014 Not Suitable for Travel Models,,SEBLAFF,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,65.30,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6QRCWL8C,4.05,8.10
734,734,"Deewow Elongated Toilet Seat Soft Close, Wood Oval Toilet Lid with Slow Close Chrome Hinges, Heavy Duty Durable Natural Veneer Wooden Toilet Seat (Elongated, Dark Walnut)",,Deewow,,BUILDING_AND_HARDWARE,USED_GOOD,,763271114097,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6KYTQR1X,4.03,8.06
735,735,"FINOSEN 4FT Commercial Grade Sliding Pocket Door Hardware Track Kit,Top Mount,Heavy Duty,Smoothly and Quite,Easy to Install,Aluminum(Door is not Included)",,FINOSEN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA63KVY6CL,4.03,8.06
736,736,"Return Air Filter Grille 18x18,Air Return Vent Cover for 18""W x 18""H Duct Opening,Steel HVAC Vent Covers for Wall and Ceiling,Holds 1"" Thick AC Filter",,EXCELFU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6SYWTCDZ,4.03,8.06
737,737,"Loyoda Toilet Seat Risers for Seniors, Removable Padded Raised Toilet Seat with Handles, Easy to Clean Adjustable Height Toilet Riser, Handicap Elevated Seat 400lb, Fits Any Toilet",,Loyoda,,BUILDING_AND_HARDWARE,USED_GOOD,,198715841084,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA67TQQR3Y,4.03,8.06
738,738,"Neodrain 24-Inch Linear Shower Drain with Tile Insert Grate,Brushed 304 Stainless Steel Rectangle Shower Floor Drain, Linear Drain with Leveling Feet, Hair Strainer",,Neodrain,,BUILDING_AND_HARDWARE,USED_GOOD,,708210452472,1,64.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6JL9CZCR,4.01,8.02
739,739,"DLLT LED Ceiling Fan with Light: 16"" Modern Low Profile Flush Mount Fandelier with App & Remote Control - Dimmable Gold Bladeless Fan Light Fixture for Bedroom Kids Room Living Room",,DINGLILIGHTING,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.51,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6PSNB7LX,4.00,8.00
740,740,"Bonsaii Safe, 0.6 Cubic Safe Box with Electronic Keypad, Removable Shelf, for Valuables Jewelry and Documents in Home, Hotel, or Business, 9.84"" x 13.78"" x 9.84"" Inches, SF002",,bonsaii,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,62.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6PG2PZK4,3.87,7.74
741,741,"BNX TruFilter 20x25x1 Air Filter MERV 11 (6-Pack) - MADE IN USA - Allergen Defense Electrostatic Pleated Air Conditioner HVAC AC Furnace Filters for Allergies, Dust, Pet, Smoke, Allergy MPR 1200 FPR 7",,BNX,,BUILDING_AND_HARDWARE,USED_GOOD,,810134860087,1,62.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6JKW4N4K,3.87,7.74
742,742,"VIVOSUN 48"" Lawn Leveling Rake, 48"" x 10"" x 78"" Heavy-Duty Stainless Steel Lawn Leveler with 7FT Adjuatble Long Handle for High Effect, Metal Levelawn for Smooth Soil, Rustproof Rakes for Garden Yard",,VIVOSUN,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,62.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6CTTKJ7W,3.87,7.74
743,743,"Hawisphy Let's Party Neon Signs, Neon Light Sign for Wall Decor 20 x 9Inches Large LED Neon Sign Art Decorative Lights for Wedding Party Home Bar Store Festival, White",,Hawisphy,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,61.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6G55H59G,3.79,7.58
744,744,"24x24 Access Panel for Drywall 24x24“ Metal Attic Door Plumbing Access Panel for Drywall,Thicken 1mm Metal,Cover 24x24 inch Wall Hole,Overall Size 25 1/2"" x 25 1/2""",,EXCELFU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,61.07,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6JCJ2NXS,3.79,7.58
745,745,"36 Eggs Incubator for Hatching Chicken/Goose/Quail/Duck/Turkey Eggs, 360° View Incubator with Automatic Egg Turning/Humidity Control/Low Humidity Alarm/Adjustable Tray, for Beginner/Farm/Teaching/Home",,VIOPUMPO,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,60.84,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6TDPY121,3.77,7.54
746,746,"2PK Support Pole,Steel Telescopic Quick Adjustable 3rd Hand Support System, Support Rod, Supports up to 154 lbs Construction Rods for Cabinet Jacks Cargo Bars Drywalls Extends from 50 Inch to 118 Inch",,ACEBINTE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,59.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA68DSL28N,3.71,7.42
747,747,"DorBuphan Folding Square Table Legs 2 PCS, Adjustable Height 25”- 34” DIY Desk Legs, Foldable Furniture Legs for Outdoor Camper, RV, Coffee Dinner Table, Tabletops, Kitchen",,DorBuphan,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,59.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6JQ7JLHD,3.71,7.42
748,748,"Doing-X No Drill Blackout Roman Shades for Indoor Windows,Cordless Roman Blinds,Linen No Tools Window Shades,Easy to Install Window Blinds for Home Bedroom,Blackout-Linen Beige 22"" W x 48"" H",,Doing-X,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA69WDXBTV,3.63,7.26
749,749,"Konideke 8 Pack 24 inch F17T8/841 17 Watts Light Bulb, 2 Foot Straight Fluorescent Tube T8 Tube Light, 4100K Cool White 1400 Lumen G13 Medium Bi-Pin Cap 8 Count",,Konideke,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,57.56,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6PXLZVY6,3.57,7.14
750,750,"Fasjloctavty Stainless Steel Couch Stand Assist for Elderly, Height Adjustable Versatile Chair Stand Assist, Lightweight Mobility Standing Aid Rail for Seniors, Disabled, Support 450lbs (Black)",,Fasjloctavty,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,56.80,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6PNH733V,3.52,7.04
751,751,"Wall Molding Kit for Interior Walls – Pre-Cut Factory Primed Trim Set for Decorative Panel Look, Accent Walls, Picture Frame & Wainscoting Projects | 3 Top 3 Bottom Frames",,birdeco,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6XZXYPCP,4.03,8.06
752,752,"KOLL LINK Step Ladder 4 Step Folding, Sturdy 330 Lbs Small Step Stool for Adults, Closet Step Stool Ladder with Anti-Slip Wide Pedals, Portable Folding Ladder for Home Kitchen Office",,KOLL LINK,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6GCBL8KZ,4.03,8.06
753,753,"Sink Bottom Grid 29-1/2"" X 15-9/16"", Centered Drain with Corner Radius 3/8"", Sink Protector",,TOENMAN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA6K53WL75,4.03,8.06
754,754,"41 to 185 Inch Tension Curtain Rod No Drill White Shower Curtain Rod Extra Long Heavy Duty Tension Rod for Windows, Patio, Bathroom - Renter Friendly Adjustable Curtain Rods",,MEXAU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA6HMFTVKW,4.03,8.06
755,755,"DLLT LED Ceiling Fan with Light: 16"" Modern Low Profile Flush Mount Fandelier with App & Remote Control - Dimmable Gold Bladeless Fan Light Fixture for Bedroom Kids Room Living Room",,DINGLILIGHTING,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,64.51,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA66L5PBBW,4.00,8.00
756,756,"LED Recessed Lighting for Slat Wall Panels - 6PCS Self-Adhesive Dimmable LED Light Strips, 3000K Warm White with Touch Control, for Wood Wall Panels, Stairs, Headboard, Under Cabinet Decor",,Holymuss,,BUILDING_AND_HARDWARE,USED_GOOD,,760762255918,1,63.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6VKXKD26,3.95,7.90
757,757,"FOYUEE Outdoor Metal Handrails for Steps – Exterior Stair Railing for Concrete Steps, Porch, Adjustable, Easy to Install, 2 Step",,FOYUEE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,63.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6KPRZK7F,3.95,7.90
758,758,"Etched Small Forest Metal Lampshade Top 6‘’ Bottom 10‘’ Height 7.5"" Barrel Shade Lampshade Fits Most Table Lamp and Floor Lamp Spider, Outer Black and inner Gold",,ALUCSET,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,63.15,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6J676GQ6,3.92,7.84
759,759,"10-Piece Bathroom Hardware Kit - Brushed Finish SUS304 Stainless Steel Set, Featuring 2 x 23.6 Towel Bars, 2 Towel Rings, 2 Toilet Paper Holders & 4 Towel Hooks (Brushed Stainless) (Brushed Finish)",,AcePeak,,BUILDING_AND_HARDWARE,USED_GOOD,,761594457013,1,62.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA65KW6R34,3.87,7.74
760,760,"LazBlinds Cordless Roman Shades - No Drill Easy Install Light Filtering Window Blinds, Thermal Insulated Room Darkening with UV Blocking for Bedroom/Living Room, Window Size 24"" W x 48"" H, White",,LazBlinds,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,62.00,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6T8DH8SB,3.84,7.68
761,761,"LE TAUCI 9.3"" Ceramic Vase, Artisan Large White Ceramic Vase for Modern Farmhouse Home Decor, Substantial & Stable, Handcrafted Flower Vase, Living Room & Dining Room Table Centerpiece, Rustic White",,LE TAUCI,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,61.74,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6NCCBY8N,3.83,7.66
762,762,"Standard Whole House Coconut Shell Carbon Block 5 Micron Water Filter 20” x 2.5” Fits 20” x 2.5” Housings. Remove Chlorine and Bad Odor. Compatible with C1-20, HX-CB-25-2010, F3WCB32 Pack of 4",,Ronaqua,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,61.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6TL5DPSH,3.79,7.58
763,763,"Abyssaly 35.4"" x 118"" Black Silk Wallpaper Peel and Stick Embossed Self Adhesive Black Contact Paper Removable Kitchen Vinyl Textured Wall Paper Cabinet Furniture Shelf Liner",,Abyssaly,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,61.02,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA68L8G97Z,3.78,7.56
764,764,"Towel Rack Wall for Bathroom Lavatory Hotel, 24 Inch Foldable Towel Shelf with 2 Towel Holder Bar and 7 Hooks, Black Matte Towel Storage Organizer Mounted, Drill-in or Adhesive Installation",,YAFAOCE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,58.16,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6K3RZWWX,3.61,7.22
765,765,"Lazblinds Upgraded Top Down Bottom Up (TDBU) Honeycomb Blinds, No Drill No Tools Easy Install Cordless Cellular Shades for Windows 22.5"" W x 64"" H, White - Light Filtering",,LazBlinds,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,57.45,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6Q3PGSTC,3.56,7.12
766,766,"BNX TruFilter 14x25x1 Air Filter MERV 13 (6-Pack) - MADE IN USA - Electrostatic Pleated Air Conditioner HVAC AC Furnace Filters for Allergies, Pollen, Mold, Bacteria, Smoke, Allergen, MPR 1900 FPR 10",,BNX,,BUILDING_AND_HARDWARE,USED_GOOD,,850028451519,1,57.19,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA687TPD7K,3.55,7.10
767,767,Ziliny 5 Pcs 1 Gallon Plastic Jug with Lids Square Empty Storage Containers HDPE Carboy Plastic Jar Containers for Water Beverage Oil Liquids (Translucent Color),,Ziliny,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,57.19,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA6SW1K49T,3.55,7.10
768,768,"Hoovate 20 x 20 Inch (Duct Opening) Return Air Vent Cover, Louvered Steel HVAC Grille for Wall and Ceiling, White Powder-Coated Rust-Resistant Finish, Decorative Design, Easy to Install",,Hoovate,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,56.80,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA62MBG9Y3,3.52,7.04
769,769,"LightingWill LED T8 Light Tube 4FT, Warm White 3000K-3500K, Dual-End Powered Ballast Bypass, 2000Lumen 18W (40W Equivalent Fluorescent Replacement), Frosted Cover, AC85-265V Lighting Fixture, 4 Pack",,LightingWill,,BUILDING_AND_HARDWARE,USED_GOOD,,603813586350,1,55.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA63XGBFZC,3.47,6.94
770,770,"Pushglossy 4 Pcs 36"" Double Bubble Kerf Door Sweep 1-3/4"" Wide Vinyl Weatherstrip Seal for Exterior Doors, Energy Efficient Draft Stopper, Easy Slide in Installation, Blocks Dust/insects/noise (Black)",,Pushglossy,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,55.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6SM1VH51,3.47,6.94
771,771,"VAGUDE Heavy Duty Drawer Slides Full Extension Side Mount 14 16 18 20 22 24 26 28 30 32 34 36 40 Inch 150 Lbs Metal Dresser Cabine Rails Tracks Glides Runner 1 Pair (Without Lock, 20 Inch)",,VAGUDE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,55.15,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6KJNZ9DT,3.42,6.84
772,772,"LazBlinds No Tools No Drill Cordless Cellular Shades, Blackout Light Blocking Honeycomb Shades for Home, Thermal Insulation Blinds for Windows, 25"" W x 36"" H, White",,LazBlinds,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,54.80,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6P4HG51K,3.40,6.80
773,773,"Hicarer 2 Pcs 52 Inch Door Rain Drip Cap Guard Exterior Anodized Aluminum Overall Height 1-1/2 Inch Overhead Drip Edge Flashing Weather Stripping Window Deflector Home Top Roof Rain Diverter, Silver",,Hicarer,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,51.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6RV76W16,3.22,6.44
774,774,"Folding Hand Truck, Dolly Cart with Wheels Foldable, Lightweight Aluminum Luggage Cart Portable Collapsible Trolly for Utility Cart, Hand Trucks for Moving Travel Shopping Airport Office",,SERVOMASTER,,BUILDING_AND_HARDWARE,USED_GOOD,,797422733271,1,51.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA67H1DKC8,3.22,6.44
775,775,"Hicarer 2 Pcs Door Bottom Sweep with Rain Drip 0.5625"" W x 2"" H x 36"" L, Black Exterior Door Rain Drip Guard, Bottom Weather Stripping, Mill Finish Aluminum with Vinyl Insert",,Hicarer,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,51.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6SDMJ925,3.22,6.44
776,776,"36 Inch Anti Slip Shower Grab Gold, Munzong Bathroom Grab Bar, Knurled Bathroom Balance Bar,Safety Hand Rail Support Handicap Elderly Injury Senior Assist Bath Handle",,Munzong,,BUILDING_AND_HARDWARE,USED_GOOD,,777886140716,1,51.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6P3M8JKG,3.22,6.44
